Comm,co2,treatment_o3,plot,year,fc_npp,fc_grow_repr,fc_leaf_litter,fc_grow_croot,fc_grow_wood,ptrait_lai,fc_froot_to_litter_1t2mm,fc_froot_to_litter_lt1mm,fc_grow_leaf,fc_grow_froot,ptrait_lai_peak,fc_grow_froot.1,ptrait_nconc_leaf,n_leaf,c_froot,c_croot,c_wood,c_leaf,fn_leaf_to_litter,ptrait_lma,ptrait_sla
AM,AMB,AMB,3,2006,       449.0,        17.7,        65.5,        26.5,       151.0,        2.39,         8.1,       104.8,       125.4,       128.4,        2.39,       128.4,        2.17,        6.68,68.2,325,972.5,147.7,         1.3,          NA,     0.03424
AM,ELE,AMB,1,2006,       714.9,        23.7,        85.4,        71.5,       284.9,        2.16,        17.0,       126.7,       161.3,       173.5,        2.16,       173.5,        2.09,        6.43,99.8,526.4,1881.5,146.3,         1.9,          NA,     0.03546
AM,ELE,AMB,2,2006,       628.5,        14.1,        81.5,        18.7,       231.9,        1.98,        18.5,       177.8,       126.7,       237.1,        1.98,       237.1,        2.33,        6.94,131,564.2,1746.4,148.4,         2.2,          NA,     0.03589
AM,ELE,AMB,3,2006,       639.5,        25.2,        94.3,        33.2,       247.5,        2.38,         9.3,       121.9,       175.1,       158.5,        2.38,       158.5,        2.39,        8.14,84.1,495,1804.6,171.8,         2.3,          NA,     0.03677
AM,AMB,ELE,1,2006,       351.6,         7.7,        40.2,        42.7,        74.4,        1.12,         9.9,       141.6,        64.8,       162.0,        1.12,       162.0,        1.95,        3.23,85.2,223.4,478.5,78.3,         0.7,          NA,     0.03183
AM,AMB,ELE,2,2006,       355.9,         9.2,        80.0,        15.9,        67.1,        2.02,        12.5,       133.8,       107.2,       156.5,        2.02,       156.5,        2.55,        7.81,85.3,376.3,1250.9,152.5,         1.9,          NA,     0.03122
AM,AMB,ELE,3,2006,       442.6,        12.2,        73.0,        50.2,       129.3,        2.20,         8.3,       121.2,       112.4,       138.5,        2.20,       138.5,        2.03,        6.37,72.7,269.1,751.5,153.1,         1.3,          NA,     0.03171
AM,ELE,ELE,1,2006,       635.4,        26.3,        79.3,        16.7,       236.1,        1.72,        17.2,       188.8,       165.0,       191.3,        1.72,       191.3,        2.05,        5.81,103.8,481.9,1609.8,137.2,         2.1,          NA,     0.02540
AM,ELE,ELE,2,2006,       709.7,        13.9,        83.0,        56.1,       314.2,        2.18,        21.3,       194.5,       125.0,       200.5,        2.18,       200.5,        2.53,        7.45,111.6,512,1667.4,146.5,         1.8,          NA,     0.04933
AM,ELE,ELE,3,2006,       498.6,         9.2,        63.3,        52.4,       192.5,        1.54,        14.5,       149.8,        92.0,       152.5,        1.54,       152.5,        2.21,        4.89,83.4,350.3,920.1,109.6,         1.5,          NA,     0.02940
A,AMB,AMB,1,2007,       832.7,         6.2,       100.7,       107.3,       448.1,        2.81,        14.8,       119.1,       118.8,       152.3,        2.81,       152.3,        2.43,        8.77,86.4,522.4,2221.6,175.9,         2.3,          NA,     0.01404
A,AMB,AMB,2,2007,       820.9,         6.1,       106.8,       110.3,       426.3,        2.94,        17.5,       117.9,       124.2,       154.0,        2.94,       154.0,        2.80,       10.55,90.1,523.6,2332.4,191.4,         2.4,          NA,     0.01404
A,AMB,AMB,3,2007,       805.1,         8.6,       111.0,        96.5,       451.9,        3.52,         9.5,        90.7,       134.1,       114.0,        3.52,       114.0,        2.66,       10.22,63.1,515,2395.1,192.1,         2.3,          NA,     0.01645
A,ELE,AMB,1,2007,       769.1,        10.3,       117.9,        71.5,       398.9,        3.36,        14.2,       102.3,       147.7,       140.7,        3.36,       140.7,        2.33,        9.83,81.4,638,2900.2,202,         2.3,          NA,     0.01434
A,ELE,AMB,2,2007,      1024.5,        11.5,       127.8,       138.5,       498.5,        3.68,        24.8,       152.9,       161.3,       214.7,        3.68,       214.7,        2.73,       12.47,127.8,664.1,2813.4,229.9,         2.5,          NA,     0.01450
A,ELE,AMB,3,2007,      1114.2,        12.2,       128.6,       137.9,       629.8,        3.50,        20.7,       121.9,       162.1,       172.2,        3.50,       172.2,        2.51,       11.22,103.4,796.9,3634.8,225.7,         2.8,          NA,     0.01411
A,AMB,ELE,1,2007,       666.9,         5.6,        70.4,        90.4,       320.9,        1.89,        18.9,       133.8,        86.7,       163.3,        1.89,       163.3,        2.33,        5.83,94.8,391.5,1439.8,120.3,         1.5,          NA,     0.01362
A,AMB,ELE,2,2007,       679.0,         6.4,        89.6,        75.1,       328.2,        2.10,        14.8,       138.0,       105.9,       163.4,        2.10,       163.4,        2.61,        7.94,90.7,399.8,1656.1,163.5,         1.9,          NA,     0.01241
A,AMB,ELE,3,2007,       807.4,         9.1,       105.8,       102.8,       393.2,        2.68,        13.7,       147.1,       130.3,       172.0,        2.68,       172.0,        2.46,        9.07,93.7,466.6,1804.4,185.5,         2.0,          NA,     0.01310
A,ELE,ELE,1,2007,      1062.1,        11.9,       116.9,       129.6,       565.3,        3.35,        19.1,       198.7,       153.1,       202.2,        3.35,       202.2,        2.11,        8.94,110.5,689.9,2953.1,200.9,         2.2,          NA,     0.01424
A,ELE,ELE,2,2007,       920.5,        11.3,       128.3,       108.7,       457.9,        3.16,        25.3,       173.5,       158.0,       184.6,        3.16,       184.6,        2.74,       12.04,107.6,565.3,2320.8,220.9,         2.7,          NA,     0.01291
A,ELE,ELE,3,2007,      1033.3,        11.4,       115.3,       144.1,       540.1,        3.12,        21.5,       184.9,       146.0,       191.7,        3.12,       191.7,        2.31,        9.29,107.7,579.6,2363.5,201.1,         2.3,          NA,     0.01399
AB,AMB,AMB,1,2007,       670.7,         8.7,       102.7,        87.9,       332.6,        3.40,        12.6,        86.5,       128.6,       112.9,        3.40,       112.9,        2.31,        7.10,65.9,400,1509.5,147.7,         2.3,          NA,     0.03315
AB,AMB,AMB,2,2007,       691.7,         7.7,       104.6,        88.3,       340.3,        3.41,        20.3,        92.0,       127.7,       127.7,        3.41,       127.7,        2.77,        9.01,81,416.2,1560.5,164.7,         2.4,          NA,     0.03313
AB,AMB,AMB,3,2007,       840.6,        12.2,       123.1,       105.5,       434.5,        3.92,        22.7,        93.2,       156.5,       131.9,        3.92,       131.9,        2.49,        8.67,85.3,554.2,2160.4,172.1,         2.6,          NA,     0.03288
AB,ELE,AMB,1,2007,       737.6,        15.1,       101.7,        92.7,       310.9,        2.36,        27.7,       115.2,       146.4,       172.5,        2.36,       172.5,        2.13,        5.99,111.3,661.1,2634.5,136.3,         1.7,          NA,     0.02431
AB,ELE,AMB,2,2007,       792.0,         9.9,       137.4,        81.2,       363.7,        4.23,        17.6,       123.3,       167.0,       170.2,        4.23,       170.2,        2.59,       10.92,99,583.3,2214.5,210.4,         2.9,          NA,     0.03091
AB,ELE,AMB,3,2007,       956.4,        21.0,       158.6,       113.6,       437.7,        4.57,        22.3,       117.0,       215.9,       168.2,        4.57,       168.2,        2.38,       11.01,103.3,723.4,2916.5,230.7,         3.4,          NA,     0.02986
AB,AMB,ELE,1,2007,       507.3,         4.7,        63.0,        64.6,       224.9,        1.79,        16.0,       111.7,        76.5,       136.6,        1.79,       136.6,        2.16,        4.09,79.5,310.3,1069.3,91,         1.2,          NA,     0.02883
AB,AMB,ELE,2,2007,       580.5,         9.6,        89.7,        62.7,       268.7,        2.38,        16.1,        99.6,       115.7,       123.8,        2.38,       123.8,        2.72,        6.62,73.6,429,1591.8,120.8,         1.8,          NA,     0.02700
AB,AMB,ELE,3,2007,       637.4,        11.8,        93.3,        85.1,       300.5,        2.46,        16.4,        90.9,       125.2,       114.8,        2.46,       114.8,        2.37,        5.99,69.7,408.1,1465.8,126.3,         1.9,          NA,     0.02851
AB,ELE,ELE,1,2007,       818.5,        18.6,       151.2,        99.4,       352.8,        4.71,        25.9,       125.4,       207.1,       140.6,        4.71,       140.6,        2.27,        9.84,87.8,600.8,2365.8,210.7,         3.1,          NA,     0.03059
AB,ELE,ELE,2,2007,       867.6,        12.3,       132.1,        95.2,       395.9,        3.76,        26.0,       187.1,       166.2,       198.0,        3.76,       198.0,        2.70,       10.05,114.5,611.4,2295.7,181.1,         2.6,          NA,     0.02878
AB,ELE,ELE,3,2007,       919.2,         9.3,       125.1,        98.4,       514.1,        4.61,        25.3,       132.8,       150.6,       146.8,        4.61,       146.8,        2.36,        9.12,90.1,567.6,2253.5,192.8,         2.6,          NA,     0.03964
AM,AMB,AMB,1,2007,       607.4,         5.6,        58.3,        62.9,       303.0,        2.31,         8.7,       132.4,        75.4,       160.5,        2.31,       160.5,        2.19,        5.02,84,416.7,1383.2,109.8,         1.2,          NA,     0.05106
AM,AMB,AMB,2,2007,       700.7,        13.0,        71.9,        72.5,       317.0,        2.41,         9.8,       154.0,       111.9,       186.3,        2.41,       186.3,        2.82,        7.75,97,419.3,1247.7,136.9,         1.9,          NA,     0.04563
AM,AMB,AMB,3,2007,       613.0,        14.2,        68.8,        54.1,       307.5,        3.03,         9.0,       101.0,       112.2,       125.0,        3.03,       125.0,        2.36,        7.18,67.7,379.1,1279.9,146.2,         1.5,          NA,     0.04467
AM,ELE,AMB,1,2007,       755.6,        25.9,        81.9,        75.8,       310.5,        2.76,        23.0,       128.8,       160.0,       183.4,        2.76,       183.4,        2.15,        6.22,111.2,601.2,2190.5,137.5,         1.6,          NA,     0.05973
AM,ELE,AMB,2,2007,       831.9,        13.8,        91.5,        49.6,       425.0,        3.06,        18.6,       156.1,       132.5,       211.0,        3.06,       211.0,        2.42,        7.84,119,613.3,2171.2,161.8,         1.8,          NA,     0.05600
AM,ELE,AMB,3,2007,       876.2,        25.2,        99.2,        71.9,       458.6,        3.52,         8.8,       115.0,       171.0,       149.5,        3.52,       149.5,        2.43,        8.24,79.4,540.6,2163.3,171.3,         2.1,          NA,     0.04905
AM,AMB,ELE,1,2007,       468.1,         7.2,        41.4,        58.5,       154.7,        2.12,        10.1,       163.4,        62.1,       185.6,        2.12,       185.6,        2.04,        3.35,96.4,278.7,627.3,77.8,         0.7,          NA,     0.07805
AM,AMB,ELE,2,2007,       574.1,        15.3,        66.9,        46.6,       245.5,        2.12,        13.1,       135.2,       108.1,       158.6,        2.12,       158.6,        2.69,        6.75,86.8,422.2,1495.8,124.3,         1.6,          NA,     0.04156
AM,AMB,ELE,3,2007,       561.9,        10.5,        73.1,        71.3,       216.4,        2.64,        11.0,       139.1,       103.2,       160.5,        2.64,       160.5,        2.12,        6.33,85.6,335.1,950.6,146.2,         1.4,          NA,     0.04275
AM,ELE,ELE,1,2007,       645.1,        34.6,        74.5,        19.4,       242.7,        2.37,        14.3,       166.2,       180.7,       167.7,        2.37,       167.7,        2.10,        5.51,90.3,487.5,1805.3,127.5,         1.7,          NA,     0.04348
AM,ELE,ELE,2,2007,       786.6,        13.0,        86.8,        63.0,       393.5,        2.83,        22.6,       186.5,       122.9,       194.2,        2.83,       194.2,        2.60,        7.71,109.8,574.9,2060.9,146.8,         1.9,          NA,     0.05153
AM,ELE,ELE,3,2007,       768.2,         9.9,        76.3,        89.3,       401.7,        2.48,        17.8,       156.9,       105.1,       162.2,        2.48,       162.2,        2.30,        5.93,90.9,438.6,1321.1,127.2,         1.8,          NA,     0.03976
A,AMB,AMB,1,2008,       842.0,         4.7,       100.0,       103.7,       457.6,        3.23,        13.3,       128.5,       114.7,       161.3,        3.23,       161.3,        2.49,        9.02,89.2,616.9,2643.1,176.8,         2.5,          NA,     0.01605
A,AMB,AMB,2,2008,       777.8,         4.3,        95.1,       104.0,       394.9,        3.67,        20.2,       126.1,       108.2,       166.4,        3.67,       166.4,        2.95,       10.06,98.8,611.2,2653.2,172.9,         2.3,          NA,     0.01940
A,AMB,AMB,3,2008,       662.0,         4.2,       114.5,        74.1,       347.8,        3.16,         9.6,        86.2,       127.0,       108.9,        3.16,       108.9,        2.69,       11.04,60.8,580.4,2702.7,204.9,         3.6,          NA,     0.01383
A,ELE,AMB,1,2008,       825.0,         6.4,       147.7,        73.8,       452.4,        4.72,        11.3,        92.7,       166.7,       125.7,        4.72,       125.7,        2.40,       12.84,71.2,698.5,3297.5,256.2,         3.1,          NA,     0.01591
A,ELE,AMB,2,2008,      1028.6,         7.1,       144.4,       123.8,       499.1,        4.05,        31.4,       161.8,       165.3,       233.3,        4.05,       233.3,        2.86,       14.87,143.7,778.8,3275.7,262.1,         3.0,          NA,     0.01399
A,ELE,AMB,3,2008,       889.8,         4.9,       140.2,        97.9,       456.7,        3.99,        22.9,       122.1,       155.1,       175.2,        3.99,       175.2,        2.56,       13.06,107.2,879.3,4022.1,258.2,         3.1,          NA,     0.01407
A,AMB,ELE,1,2008,       710.3,         2.4,        82.6,        91.8,       365.1,        2.00,        21.6,       128.6,        90.3,       160.7,        2.00,       160.7,        2.48,        7.36,96.3,469.7,1753.8,143.1,         2.2,          NA,     0.01210
A,AMB,ELE,2,2008,       680.8,         5.2,        95.4,        69.9,       352.6,        2.37,        18.2,       114.8,       110.8,       142.3,        2.37,       142.3,        2.85,        9.74,84.3,467.7,2001.8,183.6,         2.4,          NA,     0.01249
A,AMB,ELE,3,2008,       752.3,         4.0,        93.4,        87.7,       379.9,        2.74,        14.7,       148.6,       106.1,       174.6,        2.74,       174.6,        2.59,        8.73,95.8,549.3,2165.3,169.9,         2.0,          NA,     0.01462
A,ELE,ELE,1,2008,       990.8,         6.2,       114.8,       109.8,       551.5,        3.13,        19.5,       184.9,       133.4,       189.9,        3.13,       189.9,        2.14,        8.95,105.2,787.8,3454.7,199,         2.5,          NA,     0.01341
A,ELE,ELE,2,2008,       869.8,         6.4,       123.1,        89.6,       463.7,        2.99,        25.7,       156.4,       141.0,       169.1,        2.99,       169.1,        2.88,       12.59,100.9,648.9,2760.8,219.2,         2.7,          NA,     0.01230
A,ELE,ELE,3,2008,       934.3,         3.8,       116.0,       127.1,       470.5,        2.89,        22.6,       198.6,       127.5,       205.4,        2.89,       205.4,        2.45,       10.32,115.1,702.2,2817.9,210.4,         2.6,          NA,     0.01238
AB,AMB,AMB,1,2008,       517.2,         1.3,       107.7,        58.8,       225.5,        3.76,        15.4,        90.0,       111.6,       120.0,        3.76,       120.0,        2.38,        7.91,72.1,457.1,1728.4,159.9,         2.3,          NA,     0.03418
AB,AMB,AMB,2,2008,       636.8,         2.9,       115.5,        76.7,       294.2,        4.09,        25.3,        96.3,       124.7,       138.3,        4.09,       138.3,        2.96,       10.59,91.1,487.1,1830.6,180.8,         2.5,          NA,     0.03519
AB,AMB,AMB,3,2008,       674.5,         7.3,       134.8,        76.7,       292.6,        4.59,        28.5,        94.1,       158.5,       139.4,        4.59,       139.4,        2.60,       10.64,95.1,625.4,2428.3,203.2,         2.7,          NA,     0.03258
AB,ELE,AMB,1,2008,       727.4,         9.6,       103.1,       105.9,       292.4,        3.48,        34.7,       119.0,       133.8,       185.7,        3.48,       185.7,        2.19,        6.58,125.4,682.6,2593.4,145.7,         1.8,          NA,     0.03264
AB,ELE,AMB,2,2008,       808.5,         7.5,       109.4,        82.9,       409.4,        4.28,        17.2,       127.3,       134.1,       174.6,        4.28,       174.6,        2.80,        9.94,100.5,655.2,2583.9,177.2,         2.2,          NA,     0.03837
AB,ELE,AMB,3,2008,       812.2,         7.0,       169.0,        91.9,       333.0,        5.22,        25.6,       131.7,       190.4,       189.9,        5.22,       189.9,        2.41,       12.65,117.1,812.2,3238.3,262.5,         3.3,          NA,     0.03052
AB,AMB,ELE,1,2008,       545.8,         3.9,        70.1,        68.2,       244.7,        2.31,        16.2,       121.3,        82.0,       147.0,        2.31,       147.0,        2.27,        4.98,84.4,366.1,1267.9,105.5,         1.4,          NA,     0.03318
AB,AMB,ELE,2,2008,       685.3,         4.7,        86.4,        84.0,       365.4,        2.93,        17.3,       104.7,       100.7,       130.5,        2.93,       130.5,        3.00,        7.63,77.9,496.3,1895.6,126.6,         1.9,          NA,     0.03264
AB,AMB,ELE,3,2008,       573.6,         5.9,        98.5,        69.7,       262.4,        3.70,        20.8,        90.1,       117.0,       118.6,        3.70,       118.6,        2.52,        7.15,75.9,468.9,1696.3,142,         2.4,          NA,     0.03791
AB,ELE,ELE,1,2008,       801.7,         6.7,       158.3,        97.9,       362.2,        5.07,        31.6,       135.4,       179.8,       155.1,        5.07,       155.1,        2.35,       11.06,99.5,686.6,2678.4,228.9,         3.0,          NA,     0.03028
AB,ELE,ELE,2,2008,       844.0,         4.9,       138.8,        85.4,       395.9,        4.80,        27.0,       191.9,       154.5,       203.3,        4.80,       203.3,        2.83,       11.51,117.9,689.7,2662.2,198,         2.9,          NA,     0.03324
AB,ELE,ELE,3,2008,       902.7,         4.0,       122.7,        95.3,       530.9,        3.76,        26.1,       122.0,       134.9,       137.6,        3.76,       137.6,        2.47,        9.75,86.6,649.3,2730.5,197.1,         2.9,          NA,     0.03147
AM,AMB,AMB,1,2008,       641.9,         4.9,        64.1,        67.6,       317.9,        2.32,         8.2,       142.5,        80.1,       171.4,        2.32,       171.4,        2.23,        5.78,88.4,478.7,1684.2,123.8,         1.5,          NA,     0.04207
AM,AMB,AMB,2,2008,       623.8,         5.8,        76.4,        57.7,       270.4,        2.72,         9.3,       162.1,        94.9,       195.0,        2.72,       195.0,        3.01,        8.88,100.6,474.9,1513.3,147.2,         1.8,          NA,     0.04228
AM,AMB,AMB,3,2008,       625.9,        14.7,        68.4,        56.4,       314.7,        3.23,         9.9,        97.2,       118.4,       121.7,        3.23,       121.7,        2.56,        8.01,67.1,435.2,1594.1,150.8,         1.3,          NA,     0.04604
AM,ELE,AMB,1,2008,       837.4,        18.5,        84.2,        91.3,       391.9,        2.88,        29.1,       131.0,       142.2,       193.5,        2.88,       193.5,        2.21,        6.68,122.7,692.4,2582.3,143.6,         1.8,          NA,     0.04429
AM,ELE,AMB,2,2008,       887.4,        13.3,        95.3,        63.1,       488.3,        3.32,        18.7,       134.4,       137.8,       184.9,        3.32,       184.9,        2.52,        8.72,107,676.4,2659.4,172.8,         1.9,          NA,     0.06180
AM,ELE,AMB,3,2008,       905.0,        23.7,       100.7,        76.0,       490.8,        3.45,         8.3,       108.0,       174.0,       140.5,        3.45,       140.5,        2.49,        8.83,74.7,609.8,2628.3,179.5,         2.2,          NA,     0.04487
AM,AMB,ELE,1,2008,       531.8,         5.1,        51.9,        61.9,       187.8,        1.63,        10.3,       185.2,        67.9,       209.1,        1.63,       209.1,        2.11,        4.45,107.4,340.6,815.2,100.1,         1.1,          NA,     0.03464
AM,AMB,ELE,2,2008,       773.4,        11.5,        68.8,        78.3,       419.4,        2.09,        13.6,       136.6,       103.5,       160.7,        2.09,       160.7,        2.95,        7.83,88.3,500,1914.1,132,         1.7,          NA,     0.03826
AM,AMB,ELE,3,2008,       515.2,         5.4,        70.2,        62.8,       176.9,        2.49,        13.7,       157.0,        87.6,       182.5,        2.49,       182.5,        2.19,        6.56,98.5,390.8,1106.5,146.5,         1.6,          NA,     0.03880
AM,ELE,ELE,1,2008,       791.7,        22.4,        75.1,        51.5,       426.0,        2.41,        11.4,       143.7,       147.7,       144.1,        2.41,       144.1,        2.14,        5.77,76.9,535.4,2216.4,130.7,         1.6,          NA,     0.04304
AM,ELE,ELE,2,2008,       852.3,        11.4,        93.1,        79.6,       445.4,        3.05,        23.8,       178.5,       128.0,       187.9,        3.05,       187.9,        2.73,        8.90,107.9,643,2464.7,161.2,         2.0,          NA,     0.04573
AM,ELE,ELE,3,2008,       664.8,         4.7,        70.4,        75.7,       327.2,        2.29,        21.2,       164.0,        85.2,       172.0,        2.29,       172.0,        2.45,        6.00,98.3,510,1635.5,120.8,         1.6,          NA,     0.03558
A,AMB,AMB,1,2009,          NA,         0.0,       101.4,        29.4,       290.2,        3.28,         6.8,        65.7,          NA,        82.5,        3.28,        82.5,          NA,          NA,68.3,641.3,2915.1,160.8,          NA,          NA,          NA
A,AMB,AMB,2,2009,          NA,         0.0,        93.0,        -8.0,        88.7,        3.59,        10.0,        62.2,          NA,        82.2,        3.59,        82.2,          NA,          NA,73.2,597.1,2714.7,151.4,          NA,          NA,          NA
A,AMB,AMB,3,2009,          NA,         0.0,       103.5,       148.7,       315.5,        2.85,        10.5,        94.6,          NA,       119.7,        2.85,       119.7,          NA,          NA,100.1,715.4,2953.6,166,          NA,          NA,          NA
A,ELE,AMB,1,2009,          NA,         0.0,        91.5,        64.8,       280.6,        2.93,         7.7,        62.9,          NA,        85.3,        2.93,        85.3,          NA,          NA,72.4,754.6,3538.4,142.2,          NA,          NA,          NA
A,ELE,AMB,2,2009,          NA,         0.0,        87.8,       -74.8,       194.0,        2.46,        10.5,        54.0,          NA,        77.9,        2.46,        77.9,          NA,          NA,72,693.3,3427.1,142.9,          NA,          NA,          NA
A,ELE,AMB,3,2009,          NA,         0.0,       112.0,        70.3,       358.9,        3.19,        14.4,        76.7,          NA,       110.1,        3.19,       110.1,          NA,          NA,101.1,928,4280.5,184.9,          NA,          NA,          NA
A,AMB,ELE,1,2009,          NA,         0.0,        84.4,         9.2,       188.7,        2.04,        10.2,        60.5,          NA,        75.6,        2.04,        75.6,          NA,          NA,67.8,466.5,1897.4,131,          NA,          NA,          NA
A,AMB,ELE,2,2009,          NA,         0.0,        92.3,        63.1,       102.4,        2.30,        14.4,        90.7,          NA,       112.4,        2.30,       112.4,          NA,          NA,99.9,528.5,2094.5,159.2,          NA,          NA,          NA
A,AMB,ELE,3,2009,          NA,         0.0,       106.8,        58.5,       265.9,        3.14,         9.4,        94.9,          NA,       111.5,        3.14,       111.5,          NA,          NA,91.8,588.3,2352.8,174.3,          NA,          NA,          NA
A,ELE,ELE,1,2009,          NA,         0.0,       122.4,        59.3,       277.6,        3.33,        12.9,       122.4,          NA,       125.7,        3.33,       125.7,          NA,          NA,104.4,846.5,3730.9,190.2,          NA,          NA,          NA
A,ELE,ELE,2,2009,          NA,         0.0,        96.9,        10.0,       162.6,        2.35,        13.4,        82.0,          NA,        88.7,        2.35,        88.7,          NA,          NA,79.2,652.7,2895.4,154.7,          NA,          NA,          NA
A,ELE,ELE,3,2009,          NA,         0.0,        97.7,        18.7,       284.6,        2.44,        11.3,        99.2,          NA,       102.6,        2.44,       102.6,          NA,          NA,86.2,700.2,3018.6,158.8,          NA,          NA,          NA
AB,AMB,AMB,1,2009,          NA,         0.0,        94.5,        32.6,       225.4,        3.35,         8.6,        50.0,          NA,        66.7,        3.35,        66.7,          NA,          NA,60.1,484.6,1930.8,143.7,          NA,          NA,          NA
AB,AMB,AMB,2,2009,          NA,         0.0,        94.0,       -55.9,        49.4,        3.34,         8.4,        32.0,          NA,        46.0,        3.34,        46.0,          NA,          NA,45.4,429.2,1870.9,150,          NA,          NA,          NA
AB,AMB,AMB,3,2009,          NA,         0.0,       130.9,        12.4,       306.3,        4.55,        12.9,        42.7,          NA,        63.3,        4.55,        63.3,          NA,          NA,64.7,636.7,2728.9,206.5,          NA,          NA,          NA
AB,ELE,AMB,1,2009,          NA,         0.0,       108.1,       -68.1,       188.8,        3.67,         8.8,        30.3,          NA,        47.3,        3.67,        47.3,          NA,          NA,47.8,542.1,2510.9,164.5,          NA,          NA,          NA
AB,ELE,AMB,2,2009,          NA,         0.0,       118.3,       -32.7,       135.7,        4.64,         7.8,        57.5,          NA,        78.8,        4.64,        78.8,          NA,          NA,68,622.4,2719.5,191.9,          NA,          NA,          NA
AB,ELE,AMB,3,2009,          NA,         0.0,       149.1,         1.3,       331.4,        4.68,        11.5,        59.2,          NA,        85.5,        4.68,        85.5,          NA,          NA,79,791,3478.9,235.4,          NA,          NA,          NA
AB,AMB,ELE,1,2009,          NA,         0.0,        65.7,        10.8,       130.8,        2.12,         8.2,        61.2,          NA,        74.1,        2.12,        74.1,          NA,          NA,63.9,353.2,1318,100.4,          NA,          NA,          NA
AB,AMB,ELE,2,2009,          NA,         0.0,        87.8,        -9.1,        67.5,        3.02,         8.2,        49.3,          NA,        61.5,        3.02,        61.5,          NA,          NA,55.1,448.7,1818,136.6,          NA,          NA,          NA
AB,AMB,ELE,3,2009,          NA,         0.0,        89.9,        60.8,       218.6,        3.40,        13.7,        59.3,          NA,        78.1,        3.40,        78.1,          NA,          NA,75,511.5,1848.2,142.4,          NA,          NA,          NA
AB,ELE,ELE,1,2009,          NA,         0.0,       127.5,        20.4,       237.7,        4.18,        17.2,        73.9,          NA,        84.6,        4.18,        84.6,          NA,          NA,81.4,697.4,2880.2,194.7,          NA,          NA,          NA
AB,ELE,ELE,2,2009,          NA,         0.0,       119.3,       -65.4,       121.7,        4.13,        10.1,        71.5,          NA,        75.8,        4.13,        75.8,          NA,          NA,65.9,622.3,2776.8,183.2,          NA,          NA,          NA
AB,ELE,ELE,3,2009,          NA,         0.0,       131.5,        83.0,       386.5,        3.99,        17.9,        83.4,          NA,        94.1,        3.99,        94.1,          NA,          NA,88.7,727.9,3097.3,210.2,          NA,          NA,          NA
AM,AMB,AMB,1,2009,          NA,         0.0,        79.2,        36.4,       237.0,        2.88,         5.3,        92.6,          NA,       111.5,        2.88,       111.5,          NA,          NA,86.2,513.3,1916.2,140.1,          NA,          NA,          NA
AM,AMB,AMB,2,2009,          NA,         0.0,        63.8,       -76.8,        75.4,        2.41,         3.3,        56.8,          NA,        68.3,        2.41,        68.3,          NA,          NA,52.9,394.1,1576.6,117.3,          NA,          NA,          NA
AM,AMB,AMB,3,2009,          NA,         0.0,        78.3,        99.3,       241.1,        3.34,         9.0,        89.0,          NA,       111.5,        3.34,       111.5,          NA,          NA,92.1,534.5,1835.3,148.1,          NA,          NA,          NA
AM,ELE,AMB,1,2009,          NA,         0.0,       115.8,       -13.5,       341.3,        3.89,        11.5,        51.7,          NA,        76.3,        3.89,        76.3,          NA,          NA,72.5,645.7,2799.9,187.1,          NA,          NA,          NA
AM,ELE,AMB,2,2009,          NA,         0.0,       116.3,       -27.2,       230.5,        4.11,         8.1,        58.0,          NA,        79.9,        4.11,        79.9,          NA,          NA,69.3,649.2,2889.9,197.6,          NA,          NA,          NA
AM,ELE,AMB,3,2009,          NA,         0.0,       125.0,       142.7,       403.7,        4.32,         8.4,       108.8,          NA,       141.6,        4.32,       141.6,          NA,          NA,112.8,752.6,3032,220,          NA,          NA,          NA
AM,AMB,ELE,1,2009,          NA,         0.0,        41.3,       -37.8,        85.5,        1.29,         4.8,        86.1,          NA,        97.2,        1.29,        97.2,          NA,          NA,74.9,302.2,899.1,72.4,          NA,          NA,          NA
AM,AMB,ELE,2,2009,          NA,         0.0,        97.9,        11.0,        94.0,        2.95,         8.5,        84.8,          NA,        99.7,        2.95,        99.7,          NA,          NA,82.2,507.9,1994.6,169.5,          NA,          NA,          NA
AM,AMB,ELE,3,2009,          NA,         0.0,        59.6,        61.2,       161.0,        2.20,        10.7,       123.4,          NA,       143.5,        2.20,       143.5,          NA,          NA,116.1,452,1267.5,117.4,          NA,          NA,          NA
AM,ELE,ELE,1,2009,          NA,         0.0,       117.3,        54.6,       196.2,        3.62,         8.6,       108.9,          NA,       109.1,        3.62,       109.1,          NA,          NA,87.3,590,2412.7,198,          NA,          NA,          NA
AM,ELE,ELE,2,2009,          NA,         0.0,       121.5,       -14.2,       122.6,        3.76,        11.8,        88.2,          NA,        92.8,        3.76,        92.8,          NA,          NA,79.9,600.5,2477.9,203.5,          NA,          NA,          NA
AM,ELE,ELE,3,2009,          NA,         0.0,        92.7,        10.8,       266.8,        2.91,        11.5,        89.4,          NA,        93.7,        2.91,        93.7,          NA,          NA,80.3,520.8,1902.3,165.7,          NA,          NA,          NA
